y,pred,absolute_error,relative_error
439.399993896,440.412109375,-101.211547852,-0.00230340356939
490.769989014,492.575714111,-180.572509766,-0.00367937143892
551.770019531,559.34173584,-757.171630859,-0.0137225948274
411.109985352,411.359039307,-24.9053955078,-0.000605808570981
464.970001221,467.133544922,-216.354370117,-0.0046530822292
408.429992676,418.55859375,-1012.86010742,-0.0247988663614
499.950012207,499.791717529,15.8294677734,0.000316621008096
541.030029297,543.441040039,-241.101074219,-0.00445633428171
432.329986572,440.417266846,-808.728027344,-0.0187062676996
442.549987793,443.23638916,-68.6401367188,-0.00155101437122
452.609985352,465.421600342,-1281.16149902,-0.0283060818911
500.640014648,502.253601074,-161.358642578,-0.00322304735892
434.160003662,439.483764648,-532.376098633,-0.0122622093186
485.5,487.187652588,-168.765258789,-0.00347611238249
404.429992676,403.397918701,103.207397461,0.00255192234181
464.239990234,466.159637451,-191.96472168,-0.00413503218442
420.950012207,424.491363525,-354.135131836,-0.00841275975108
545.390014648,541.547302246,384.271240234,0.00704580638558
460.5,456.603179932,389.682006836,0.00846214964986
424.950012207,432.65246582,-770.245361328,-0.0181255526841
423.839996338,427.192352295,-335.235595703,-0.00790948513895
529.799987793,533.909057617,-410.906982422,-0.00775588909164
440.070007324,436.131439209,393.856811523,0.0089498674497
431.200012207,429.856109619,134.390258789,0.00311665702611
497.570007324,488.797424316,877.258300781,0.0176308508962
446.75,446.987030029,-23.7030029297,-0.000530565273948
441.359985352,435.14666748,621.331787109,0.014077664353
415.320007324,426.327728271,-1100.77209473,-0.0265041906387
478.25,479.403808594,-115.380859375,-0.00241256365553
384.160003662,407.047424316,-2288.7421875,-0.0595778338611
423.440002441,421.850067139,158.993530273,0.00375480647199
460.010009766,461.604400635,-159.439086914,-0.00346599170007
487.570007324,479.129486084,844.052124023,0.0173114035279
430.380004883,428.424804688,195.520019531,0.00454296264797
497.790008545,502.057617188,-426.760864258,-0.00857311021537
430.160003662,439.620574951,-946.057128906,-0.0219931453466
512.109985352,517.552307129,-544.232177734,-0.0106272520497
469.730010986,465.83114624,389.886474609,0.00830022525042
540.650024414,543.773498535,-312.347412109,-0.00577725702897
406.579986572,410.218536377,-363.854980469,-0.00894916150719
457.670013428,467.413330078,-974.331665039,-0.0212889555842
453.649993896,442.292053223,1135.79406738,0.0250367932022
426.559997559,428.035614014,-147.561645508,-0.00345934089273
426.570007324,434.824493408,-825.448608398,-0.0193508360535
423.420013428,429.676727295,-625.671386719,-0.0147766135633
510.950012207,518.437988281,-748.797607422,-0.0146550070494
418.859985352,415.859588623,300.039672852,0.00716324523091
529.640014648,505.611297607,2402.87158203,0.0453680157661
395.809997559,404.944366455,-913.436889648,-0.0230776611716
485.859985352,490.39932251,-453.93371582,-0.00934289116412
445.220001221,443.489227295,173.077392578,0.00388745777309
489.25,476.099151611,1315.08483887,0.0268796086311
442.059997559,440.777832031,128.216552734,0.00290043326095
393.459991455,399.268951416,-580.895996094,-0.0147637883201
433.829986572,444.732940674,-1090.29541016,-0.0251318588853
446.549987793,442.432800293,411.71875,0.00921999197453
445.130004883,445.540924072,-41.0919189453,-0.000923144223634
438.739990234,439.065704346,-32.5714111328,-0.000742385280319
439.019989014,443.199066162,-417.907714844,-0.00951910484582
475.079986572,466.226409912,885.357666016,0.0186359714717
492.329986572,491.696014404,63.3972167969,0.00128769769799
454.980010986,467.862213135,-1288.22021484,-0.0283137764782
390.459991455,406.325927734,-1586.59362793,-0.0406339615583
485.829986572,476.725982666,910.400390625,0.0187390744686
442.850006104,447.394012451,-454.400634766,-0.0102608250454
438.070007324,431.3175354,675.247192383,0.0154141392559
525.159973145,536.915283203,-1175.53100586,-0.0223842468113
445.399993896,435.942382812,945.761108398,0.021233972162
444.149993896,443.669647217,48.0346679688,0.00108149659354
410.359985352,412.549285889,-218.930053711,-0.00533507298678
472.609985352,473.717803955,-110.781860352,-0.0023440439254
556.590026855,536.436462402,2015.35644531,0.0362089946866
475.459991455,481.930267334,-647.027587891,-0.0136084547266
445.339996338,454.556610107,-921.661376953,-0.0206956788898
468.519989014,449.185974121,1933.40148926,0.0412661470473
546.739990234,544.269042969,247.094726562,0.00451941927895
481.5,473.929351807,757.064819336,0.0157230496407
465.859985352,465.771697998,8.82873535156,0.000189514787053
471.179992676,474.694122314,-351.412963867,-0.00745814712718
482.739990234,491.650054932,-891.006469727,-0.018457274884
524.770019531,530.15612793,-538.610839844,-0.0102637503296
522.219970703,512.66784668,955.212402344,0.0182913802564
408.959991455,420.35043335,-1139.04418945,-0.0278522148728
413.959991455,414.418487549,-45.849609375,-0.00110758549999
513.340026855,503.262298584,1007.77282715,0.0196316819638
419.140014648,431.261962891,-1212.19482422,-0.0289209987968
416.130004883,420.39163208,-426.162719727,-0.010241095908
526.799987793,521.632324219,516.766357422,0.00980953592807
448.059997559,447.150421143,90.9576416016,0.00203003268689
523.809997559,513.631225586,1017.87719727,0.0194321833551
513.849975586,509.306304932,454.36706543,0.00884240679443
548.260009766,546.505187988,175.482177734,0.00320071098395
453.760009766,452.741363525,101.864624023,0.00224490091205
530.590026855,536.9140625,-632.403564453,-0.0119188735262
515.5,527.00012207,-1150.01220703,-0.0223086755723
455.579986572,450.618927002,496.105957031,0.0108895469457
546.210021973,545.02545166,118.45703125,0.00216870848089
490.119995117,498.533813477,-841.381835938,-0.0171668548137
386.720001221,389.703308105,-298.330688477,-0.0077143847011
429.220001221,427.77355957,144.644165039,0.00336993066594
478.529998779,482.204620361,-367.462158203,-0.00767897861078
441.049987793,449.714813232,-866.482543945,-0.0196459032595
517.809997559,524.698913574,-688.891601562,-0.0133039457723
443.649993896,435.253143311,839.685058594,0.0189267452806
492.839996338,498.721893311,-588.189697266,-0.0119346985593
538.179992676,535.229370117,295.062255859,0.0054825944826
400.070007324,424.548797607,-2447.87890625,-0.0611862652004
500.470001221,518.404846191,-1793.48449707,-0.0358360037208
506.209991455,504.11227417,209.771728516,0.00414396636188
462.040008545,460.85647583,118.353271484,0.00256153731607
471.149993896,454.111572266,1703.84216309,0.0361634753644
483.970001221,475.282867432,868.713378906,0.0179497357458
469.260009766,472.068695068,-280.868530273,-0.00598534988239
450.579986572,443.95501709,662.496948242,0.014703203924
484.260009766,476.639923096,762.008666992,0.0157355275005
499.299987793,491.940460205,735.952758789,0.0147396912798
474.679992676,474.61529541,6.4697265625,0.000136296599521
434.059997559,430.918212891,314.178466797,0.00723813474178
519.969970703,510.591156006,937.881469727,0.0180372241884
401.390014648,419.53515625,-1814.51416016,-0.0452057607472
477.290008545,481.276824951,-398.681640625,-0.00835302751511
490.519989014,507.366821289,-1684.68322754,-0.0343448445201
441.510009766,436.70300293,480.700683594,0.0108876507729
465.950012207,457.658599854,829.141235352,0.0177946388721
448.140014648,455.519500732,-737.948608398,-0.0164669211954
436.329986572,439.927001953,-359.701538086,-0.00824379641563
532.710021973,539.484680176,-677.465820312,-0.0127173466608
397.799987793,400.066650391,-226.666259766,-0.00569799542427
455.200012207,442.746856689,1245.31555176,0.0273575466126
514.33001709,513.572998047,75.7019042969,0.00147185462993
404.179992676,409.960388184,-578.039550781,-0.0143015375361
466.25,469.956817627,-370.681762695,-0.00795027893037
431.970001221,445.389648438,-1341.96472168,-0.0310661550611
446.809997559,468.36618042,-2155.61816406,-0.0482446290553
464.540008545,469.735046387,-519.50378418,-0.0111831873655
482.130004883,467.08203125,1504.79736328,0.0312114432454
464.100006104,463.902709961,19.7296142578,0.000425115576945
530.270019531,530.748779297,-47.8759765625,-0.000902860308997
465.5,467.704193115,-220.419311523,-0.00473510893062
507.079986572,508.058074951,-97.8088378906,-0.00192886404693
458.130004883,471.60067749,-1347.06726074,-0.0294036027044
418.329986572,427.385528564,-905.554199219,-0.021646887064
455.970001221,457.35256958,-138.256835938,-0.00303214765154
472.799987793,470.669952393,213.003540039,0.00450515095145
496.799987793,489.687469482,711.251831055,0.0143166640773
518.049987793,522.3203125,-427.032470703,-0.00824307464063
464.510009766,467.736053467,-322.604370117,-0.00694504659623
419.880004883,431.629180908,-1174.91760254,-0.027982223779
443.630004883,439.835144043,379.486083984,0.00855411216617
499.579986572,481.040924072,1853.90625,0.0371092967689
427.980010986,434.625518799,-664.55078125,-0.0155276125297
417.369995117,434.207305908,-1683.7310791,-0.0403414517641
418.880004883,431.216461182,-1233.64562988,-0.0294510498643
436.140014648,440.441955566,-430.194091797,-0.00986366905272
445.260009766,449.921356201,-466.134643555,-0.0104688191786
410.600006104,413.075744629,-247.573852539,-0.00602956302464
423.130004883,434.896972656,-1176.69677734,-0.0278093442321
534.909973145,540.687744141,-577.777099609,-0.0108013898134
517.270019531,524.948181152,-767.816162109,-0.0148436240852
528.729980469,521.971679688,675.830078125,0.012782140635
514.58001709,499.294372559,1528.56445312,0.0297050885856
519.109985352,523.148803711,-403.881835938,-0.00778027484193
587.809997559,584.158996582,365.100097656,0.00621119234711
524.91998291,510.882965088,1403.70178223,0.0267412532121
446.720001221,449.142181396,-242.218017578,-0.00542214419693
391.670013428,396.477722168,-480.770874023,-0.0122748957947
417.859985352,421.644897461,-378.491210938,-0.00905784778297
446.779998779,442.703430176,407.656860352,0.00912433117628
461.200012207,461.763824463,-56.3812255859,-0.00122248963453
498.779998779,496.920806885,185.919189453,0.00372747890651
523.16998291,526.874328613,-370.434570312,-0.00708057777956
482.190002441,482.647674561,-45.7672119141,-0.000949153094552
538.190002441,524.421508789,1376.84936523,0.0255829598755
484.899993896,485.844696045,-94.4702148438,-0.00194824126083
541.599975586,534.706665039,689.331054688,0.0127276787534
537.109985352,536.363769531,74.6215820312,0.00138931663241
440.589996338,445.62387085,-503.387451172,-0.0114253032953
478.959991455,491.246368408,-1228.63769531,-0.025652198121
515.070007324,507.24710083,782.290649414,0.0151880448684
431.239990234,436.048522949,-480.853271484,-0.0111504793167
459.230010986,446.81930542,1241.07055664,0.0270250309259
426.390014648,424.35067749,203.93371582,0.00478279776871
467.359985352,472.952911377,-559.292602539,-0.0119670620188
518.700012207,504.192657471,1450.73547363,0.0279686804861
467.809997559,468.226898193,-41.6900634766,-0.000891175121069
459.329986572,458.889984131,44.0002441406,0.0009579223115
546.890014648,551.71472168,-482.470703125,-0.00882207881659
479.589996338,500.523956299,-2093.39599609,-0.0436496995389
406.739990234,414.237670898,-749.768066406,-0.0184335969388
425.480010986,426.069519043,-58.9508056641,-0.00138551287819
505.299987793,492.526702881,1277.32849121,0.0252786166966
493.700012207,491.727386475,197.262573242,0.00399559596553
487.369995117,483.55166626,381.832885742,0.00783455837518
541.590026855,531.049316406,1054.07104492,0.0194625277072
531.469970703,538.839416504,-736.944580078,-0.0138661563396
474.910003662,475.241638184,-33.1634521484,-0.000698310264852
507.470001221,510.455169678,-298.516845703,-0.0058824531734
406.320007324,415.838653564,-951.864624023,-0.023426476866
501.149993896,498.439239502,271.075439453,0.00540906796232
455.940002441,449.690460205,624.954223633,0.0137069402263
440.260009766,439.533599854,72.6409912109,0.00164995656814
431.589996338,431.740753174,-15.0756835938,-0.000349305686541
451.25,451.526947021,-27.6947021484,-0.000613733020145
439.850006104,435.181793213,466.821289062,0.0106131928042
414.309997559,413.325653076,98.4344482422,0.00237586465664
507.459991455,500.451629639,700.836181641,0.013810669072
413.670013428,424.995544434,-1132.55310059,-0.0273781772703
430.220001221,434.669158936,-444.915771484,-0.0103415874764
431.739990234,437.671661377,-593.167114258,-0.01373898983
414.970001221,423.313751221,-834.375,-0.0201068744063
519.090026855,499.192901611,1989.71252441,0.0383307784796
423.5,410.892791748,1260.7208252,0.0297690872103
454.940002441,450.461761475,447.82409668,0.00984358601272
552.190002441,551.528198242,66.1804199219,0.00119850807823
569.530029297,571.74609375,-221.606445312,-0.00389104057103
418.920013428,431.192687988,-1227.26745605,-0.0292959846556
462.959991455,449.027160645,1393.28308105,0.0300951078534
448.959991455,456.330993652,-737.100219727,-0.0164179485291
431.880004883,432.121551514,-24.1546630859,-0.000559291045647
439.010009766,433.924682617,508.532714844,0.0115836244076
495.239990234,491.396209717,384.378051758,0.00776145001873
398.829986572,416.809051514,-1797.90649414,-0.0450795218349
433.339996338,432.684936523,65.5059814453,0.00151165330317
467.119995117,484.428039551,-1730.80444336,-0.0370526723564
466.859985352,470.493438721,-363.345336914,-0.00778274750337
451.329986572,439.513122559,1181.68640137,0.026182314381
514.16998291,518.433654785,-426.3671875,-0.00829233881086
454.630004883,460.595611572,-596.560668945,-0.0131218936294
420.170013428,425.890563965,-572.055053711,-0.0136148473248
534.960021973,524.151245117,1080.87768555,0.0202048309147
427.480010986,437.268890381,-978.887939453,-0.0228990335017
451.059997559,449.377471924,168.252563477,0.00373015925288
405.239990234,409.666717529,-442.672729492,-0.0109237181023
434.070007324,428.389373779,568.063354492,0.0130869066343
400.589996338,409.678253174,-908.825683594,-0.0226871781051
526.429992676,524.366943359,206.304931641,0.00391894346103
495.489990234,488.336425781,715.356445312,0.0144373541698
485.959991455,480.234405518,572.55859375,0.0117820110172
467.489990234,460.504455566,698.553466797,0.0149426404387
472.489990234,473.634002686,-114.401245117,-0.00242124171928
542.950012207,538.476318359,447.369384766,0.00823960546404
432.299987793,424.333587646,796.640014648,0.0184279438108
527.710021973,529.602600098,-189.2578125,-0.00358639797196
430.989990234,437.699188232,-670.919799805,-0.0155669460073
431.609985352,435.327178955,-371.719360352,-0.0086123906076
402.309997559,414.517974854,-1220.79772949,-0.0303447023034
473.040008545,466.758758545,628.125,0.0132784750313
456.700012207,469.875091553,-1317.50793457,-0.0288484320045
563.440002441,541.557189941,2188.28125,0.0388378761709
544.349975586,551.832275391,-748.229980469,-0.0137453842908
535.770019531,541.65814209,-588.812255859,-0.0109900189564
450.910003662,450.527984619,38.2019042969,0.000847217917908
473.660003662,475.98928833,-232.928466797,-0.00491762999445
528.090026855,521.342224121,674.780273438,0.0127777503803
479.540008545,490.865203857,-1132.51953125,-0.0236167889088
548.909973145,528.412414551,2049.75585938,0.0373422950506
611.130004883,598.453918457,1267.60864258,0.0207420457155
453.970001221,459.981994629,-601.19934082,-0.0132431508973
471.890014648,469.02645874,286.35559082,0.00606826972216
427.049987793,434.809783936,-775.979614258,-0.0181706976146
538.280029297,527.536499023,1074.35302734,0.0199589990079
397.429992676,422.875762939,-2544.57714844,-0.0640257894993
403.690002441,405.076202393,-138.619995117,-0.00343382288702
522.979980469,521.834350586,114.562988281,0.00219058082439
450.570007324,462.871948242,-1230.1940918,-0.0273030623794
409.529998779,421.076934814,-1154.69360352,-0.0281955804676
415.630004883,411.908966064,372.103881836,0.0089527675882
429.140014648,420.810913086,832.91015625,0.019408820197
534.640014648,553.117858887,-1847.78442383,-0.0345612801611
529.440002441,517.680053711,1175.99487305,0.0222120508552
466.769989014,460.731231689,603.875732422,0.0129373297095
430.709991455,435.405456543,-469.546508789,-0.0109016858041
405.600006104,418.608001709,-1300.79956055,-0.0320709943771
483.359985352,473.1534729,1020.65124512,0.021115757525
476.119995117,493.207672119,-1708.7677002,-0.0358894355595
550.41998291,558.403320312,-798.333740234,-0.0145040834323
527.200012207,520.30456543,689.544677734,0.0130793750286
494.899993896,484.802276611,1009.77172852,0.0204035509378
519.530029297,514.06427002,546.575927734,0.01052058395
455.220001221,457.942382812,-272.23815918,-0.00598036451265
493.790008545,496.247833252,-245.782470703,-0.00497746933252
406.0,414.634246826,-863.424682617,-0.0212666168809
475.589996338,474.793914795,79.6081542969,0.00167388201226
543.409973145,540.589660645,282.03125,0.00519002694637
438.260009766,435.849822998,241.018676758,0.00549944490194
511.809997559,521.217346191,-940.734863281,-0.018380548805
469.989990234,465.926361084,406.362915039,0.00864620320499
485.230010986,477.100799561,812.921142578,0.0167533159256
461.559997559,464.026184082,-246.618652344,-0.00534315500408
451.25,462.031158447,-1078.11584473,-0.0238917637616
492.739990234,497.920074463,-518.008422852,-0.0105128148571
560.599975586,557.129150391,347.082519531,0.00619126902893
416.769989014,418.92300415,-215.301513672,-0.00516595551744
598.16998291,586.656555176,1151.34277344,0.019247751683
449.429992676,452.190032959,-276.00402832,-0.00614120159298
553.16998291,549.866699219,330.328369141,0.00597155280411
470.529998779,469.490509033,103.948974609,0.00220918911509
517.520019531,517.240600586,27.9418945312,0.000539919128641
474.049987793,466.357788086,769.219970703,0.0162265580148
525.400024414,524.98425293,41.5771484375,0.000791342696175
564.739990234,550.882751465,1385.72387695,0.0245373789221
458.399993896,468.904693604,-1050.4699707,-0.0229160115123
435.829986572,444.125396729,-829.541015625,-0.0190335921943
561.58001709,553.702148438,787.786865234,0.0140280434862
442.820007324,441.375335693,144.467163086,0.0032624353189
423.369995117,429.926544189,-655.654907227,-0.0154865700752
483.470001221,488.535858154,-506.585693359,-0.0104781202972
431.480010986,438.421356201,-694.134521484,-0.0160872917622
400.75,408.183563232,-743.356323242,-0.0185491293669
489.230010986,488.944061279,28.5949707031,0.00058448931668
559.150024414,565.075256348,-592.523193359,-0.0105968555436
512.900024414,504.525787354,837.423706055,0.0163272302598
532.58001709,544.432006836,-1185.19897461,-0.0222539138049
455.700012207,452.233551025,346.646118164,0.00760689284652
444.989990234,456.275939941,-1128.5949707,-0.0253622550517
528.989990234,516.500366211,1248.96240234,0.0236103218049
454.450012207,450.664703369,378.530883789,0.0083294287324
536.340026855,525.673339844,1066.66870117,0.0198879186064
516.08001709,513.982910156,209.710693359,0.00406353035942
523.049987793,532.287475586,-923.748779297,-0.0176608134061
508.769989014,507.889221191,88.0767822266,0.00173117092345
464.450012207,461.936004639,251.400756836,0.00541287008673
531.83001709,526.803039551,502.697753906,0.00945222564042
482.239990234,476.019622803,622.036743164,0.0128989042714
551.840026855,555.656860352,-381.683349609,-0.00691655790433
490.130004883,497.88949585,-775.94909668,-0.0158314947039
400.119995117,407.834320068,-771.432495117,-0.0192800294608
451.640014648,456.739715576,-509.970092773,-0.0112915169448
481.040008545,476.73739624,430.261230469,0.00894439592957
498.410003662,496.939483643,147.052001953,0.0029504224658
488.190002441,484.250152588,393.984985352,0.0080703208223
458.529998779,460.388916016,-185.891723633,-0.00405407976359
443.709991455,450.155761719,-644.577026367,-0.014526989311
432.809997559,437.746459961,-493.646240234,-0.0114056104794
508.420013428,518.640075684,-1022.00622559,-0.0201016124338
577.760009766,575.48626709,227.374267578,0.00393544510007
416.170013428,418.762329102,-259.231567383,-0.00622898247093
445.410003662,451.345245361,-593.524169922,-0.0133253447711
484.459991455,486.998168945,-253.817749023,-0.00523918913677
517.0,531.198425293,-1419.8425293,-0.0274631045759
422.730010986,424.157440186,-142.742919922,-0.00337669230066
476.799987793,481.451629639,-465.16418457,-0.00975596066564
473.339996338,474.986175537,-164.617919922,-0.00347779435106
489.880004883,485.336212158,454.379272461,0.0092753181234
452.869995117,448.128814697,474.118041992,0.0104691861197
525.159973145,527.032470703,-187.249755859,-0.00356557546183
560.219970703,540.815673828,1940.4296875,0.0346369259059
504.040008545,499.341888428,469.812011719,0.00932092685252
512.950012207,516.623840332,-367.3828125,-0.00716215604916
550.630004883,556.057556152,-542.755126953,-0.00985698401928
569.729980469,565.74230957,398.767089844,0.00699922954664
544.809997559,550.716369629,-590.637207031,-0.01084115915
532.909973145,539.523498535,-661.352539062,-0.0124102113768
435.690002441,431.553405762,413.659667969,0.00949435774237
394.619995117,402.440734863,-782.073974609,-0.0198184065521
557.679992676,555.635498047,204.449462891,0.00366607122123
515.099975586,508.669769287,643.020629883,0.0124834142625
491.290008545,484.900421143,638.958740234,0.0130057344213
506.440002441,495.802734375,1063.72680664,0.0210040044039
499.019989014,497.177825928,184.216308594,0.00369156175293
457.049987793,458.408447266,-135.845947266,-0.00297223380767
515.690002441,520.640563965,-495.056152344,-0.00959987845272
543.479980469,543.360900879,11.9079589844,0.000219105757424
414.579986572,420.181213379,-560.122680664,-0.0135106062517
502.369995117,503.328674316,-95.8679199219,-0.00190831301734
503.399993896,509.541656494,-614.166259766,-0.0122003629804
533.08001709,524.815490723,826.452636719,0.0155033506453
510.390014648,500.920501709,946.951293945,0.0185534842312
408.029998779,415.727264404,-769.7265625,-0.0188644602895
503.940002441,521.958129883,-1801.81274414,-0.0357545092702
440.940002441,441.550018311,-61.0015869141,-0.00138344417792
457.220001221,456.077575684,114.242553711,0.00249863415956
468.420013428,470.974334717,-255.432128906,-0.00545305758715
400.980010986,419.906158447,-1892.61474609,-0.04719972983
493.899993896,505.867828369,-1196.78344727,-0.0242312904447
523.630004883,534.274353027,-1064.43481445,-0.0203279945999
474.850006104,476.803955078,-195.394897461,-0.0041148760356
520.400024414,510.361175537,1003.8848877,0.0192906390876
479.290008545,469.217193604,1007.28149414,0.0210161171854
430.359985352,426.235198975,412.478637695,0.00958450231701
396.119995117,408.179779053,-1205.97839355,-0.0304447747767
515.559997559,510.148468018,541.152954102,0.0104964105412
471.850006104,453.48651123,1836.3494873,0.0389180779457
532.640014648,521.69128418,1094.87304688,0.0205555912107
429.899993896,440.614776611,-1071.47827148,-0.024923896417
417.149993896,419.527740479,-237.774658203,-0.00569998007268
419.480010986,423.721557617,-424.154663086,-0.0101114390418
404.489990234,413.572113037,-908.212280273,-0.0224532689899
451.420013428,451.655731201,-23.5717773438,-0.000522169517353
452.440002441,452.072479248,36.7523193359,0.000812313635834
543.25,526.02734375,1722.265625,0.0317030027509
490.730010986,516.532165527,-2580.21533203,-0.0525791235268
459.940002441,451.246673584,869.332885742,0.0189010053873
504.290008545,496.568267822,772.174072266,0.0153121035546
485.140014648,480.250152588,488.986206055,0.0100792804733
477.320007324,467.606811523,971.319580078,0.0203494410962
526.41998291,527.862976074,-144.299316406,-0.00274114427157
454.100006104,456.813690186,-271.368408203,-0.00597596121952
432.910003662,444.514923096,-1160.49194336,-0.0268067717552
455.339996338,450.901092529,443.890380859,0.00974854826927
536.359985352,546.538879395,-1017.8894043,-0.018977727741
481.839996338,482.166229248,-32.6232910156,-0.000677056494169
403.910003662,422.887573242,-1897.75695801,-0.0469846501946
415.320007324,419.987609863,-466.760253906,-0.0112385693938
420.140014648,427.547454834,-740.744018555,-0.0176308844239
475.140014648,480.605407715,-546.539306641,-0.0115026999265
387.109985352,388.632873535,-152.288818359,-0.00393399363384
472.079986572,474.27822876,-219.82421875,-0.00465650344267
425.670013428,435.65447998,-998.446655273,-0.0234558843076
463.260009766,463.566925049,-30.6915283203,-0.000662511913106
463.619995117,473.264129639,-964.413452148,-0.0208018086851
608.530029297,600.103393555,842.663574219,0.0138475261629
491.540008545,487.38583374,415.417480469,0.00845134630799
454.269989014,452.645385742,162.460327148,0.00357629451901
532.119995117,534.399108887,-227.911376953,-0.0042830822058
507.720001221,518.870117188,-1115.01159668,-0.0219611525536
408.0,407.167938232,83.2061767578,0.00203936710022
393.200012207,403.657012939,-1045.70007324,-0.0265946090221
421.140014648,434.915222168,-1377.52075195,-0.0327093303204
564.729980469,562.021057129,270.892333984,0.00479684723541
502.989990234,496.01663208,697.33581543,0.0138638112694
426.299987793,421.883270264,441.67175293,0.0103605855256
438.459991455,436.926239014,153.375244141,0.00349804433063
483.420013428,491.252532959,-783.251953125,-0.0162023063749
445.470001221,436.125,934.50012207,0.0209778454155
506.609985352,507.281158447,-67.1173095703,-0.00132483197376
467.989990234,463.502624512,448.736572266,0.00958859361708
433.529998779,433.387969971,14.2028808594,0.000327610119712
503.109985352,509.011199951,-590.121459961,-0.0117294723168
415.649993896,426.632202148,-1098.2208252,-0.0264217685908
458.75,446.89541626,1185.45837402,0.0258410535753
457.510009766,452.201049805,530.895996094,0.0116040306166
470.950012207,470.206268311,74.3743896484,0.00157924171071
480.679992676,495.644104004,-1496.41113281,-0.0311311297119
547.289978027,537.047485352,1024.24926758,0.0187149289995
418.320007324,414.392852783,392.715454102,0.00938791967928
500.519989014,504.117401123,-359.741210938,-0.00718734972179
477.899993896,496.188751221,-1828.87573242,-0.0382690057158
412.5,424.669830322,-1216.98303223,-0.0295026190579
387.769989014,396.608428955,-883.843994141,-0.0227929968387
482.730010986,475.773895264,695.611572266,0.0144099509344
491.950012207,478.677978516,1327.20336914,0.0269784200937
501.529998779,508.417633057,-688.763427734,-0.0137332445011
405.329986572,411.427276611,-609.729003906,-0.0150427808985
479.290008545,488.208526611,-891.851806641,-0.0186077691615
440.25,444.06338501,-381.338500977,-0.00866186246276
432.339996338,437.972259521,-563.226318359,-0.0130273932591
408.140014648,403.296020508,484.399414062,0.0118684619665
424.950012207,432.395172119,-744.515991211,-0.0175200831145
445.899993896,435.976531982,992.346191406,0.0222549047321
481.940002441,469.38293457,1255.70678711,0.0260552521795
536.159973145,525.262878418,1089.70947266,0.0203243345022
494.0,476.083190918,1791.6809082,0.0362688452005
471.410003662,471.749938965,-33.9935302734,-0.00072110327892
428.070007324,441.475311279,-1340.53039551,-0.0313156805933
462.459991455,454.366638184,809.335327148,0.0175006557256
499.200012207,495.327575684,387.243652344,0.00775728467852
421.890014648,421.103881836,78.61328125,0.00186335959006
424.160003662,432.313262939,-815.325927734,-0.019222130999
503.450012207,492.741851807,1070.81604004,0.0212695598602
458.040008545,449.000244141,903.97644043,0.0197357535362
468.640014648,476.735198975,-809.518432617,-0.0172737799585
444.140014648,452.107513428,-796.74987793,-0.0179391596466
480.160003662,477.269622803,289.038085938,0.00601962022483
462.209991455,451.711456299,1049.85351562,0.0227137785405
394.320007324,406.309539795,-1198.95324707,-0.0304055903107
501.059997559,505.269561768,-420.956420898,-0.00840131752193
504.829986572,481.182281494,2364.77050781,0.0468429103494
461.459991455,460.324554443,113.543701172,0.00246053189039
482.720001221,468.284667969,1443.5333252,0.029904153198
454.290008545,454.241027832,4.89807128906,0.000107818159449
456.929992676,471.285308838,-1435.53161621,-0.0314168818295
484.140014648,489.718536377,-557.852172852,-0.0115225380287
439.540008545,437.105010986,243.499755859,0.00553987687454
510.910003662,515.295471191,-438.54675293,-0.00858363974839
